name,Location,Website,Founded,Employees,Industries,Business.model,Funding.state,description,SDG_01,SDG_02,SDG_03,SDG_04,SDG_05,SDG_06,SDG_07,SDG_08,SDG_09,SDG_10,SDG_11,SDG_12,SDG_13,SDG_14,SDG_15,SDG_16,SDG_17
Millennial Consulting,Denmark,millennialconsulting.dk,2017,11-50,Education,B2B,Pre-seed,"Millennial is a student-run organization connecting ambitious and driven students from diverse academic backgrounds with innovative SMEs and start-ups.

Every semester, we hire students for a two months volunteer project. Through the project, we empower them to transform
theoretical insight into real business impact with tools and advice from established consultancies and mentors.  Location DenmarkWebsite millennialconsulting.dkFounded 2017Employees 11-50Industries EducationBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
SAGA Space Architects,Denmark,asaga.space,2018,1-10,Science & Engineering,"B2B, B2G",Bootstrapping,"SAGA is a new design practice working on making space livable for future space travelers by approaching the design of habitats from a human perspective.  

To prepare ourselves for the day when extraterrestrial settlement becomes a reality, we are designing analog habitats, architectural experiments, habitat concepts, space visualizations, and high-tech earth architecture.  Location DenmarkWebsite asaga.spaceFounded 2018Employees 1-10Industries Science & EngineeringBusiness model B2B, B2GFunding state Bootstrapping",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Embicom,Denmark,embicom.dk,2020,1-10,Marketplace & eCommerce,"B2C, Marketplace",Bootstrapping,"Embicom will establish a sustainable online shop.
1) Increasing the reach of sustainable producers
2) Making it easier for consumers to buy sustainably 
3) Educating the consumers
By that we start with Danish producers of sustainable products.
So far the online shop is in the making process and we are looking for someone to join the team!  Location DenmarkWebsite embicom.dkFounded 2020Employees 1-10Industries Marketplace & eCommerceBusiness model B2C, MarketplaceFunding state Bootstrapping",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Floragora,Danmark,floragora.dk,2016,1-10,Consumer Goods,-,-,"Floragora.dk er et online plantemarked, hvor man kan bytte, købe, sælge og bortgive blomster og planter. Navnet er en sammenskrivning af &quot;flora&quot; og &quot;agora&quot;, der betyder hhv. planteliv og markedsplads/mødested.  Location DanmarkWebsite floragora.dkFounded 2016Employees 1-10Industries Consumer GoodsBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
CrowdEyes,Danmark,crowdeyes.com,2014,1-10,IT & Software,-,-,"CrowdEyes er danmarks nyeste frem- og efterlysningsfællesskab. Appen CrowdEyes er tjenesten, der hjælper dig med at genfinde de ting du mister. Via et hurtigt opslag kan du eftersøge ting, personer, kæledyr eller vidner til hændelser. - og med ét enkelt klik få din eftersøgning ud til alle brugere af CrowdEyes samt dele det med mine venner og bekendte på facebook.  Location DanmarkWebsite crowdeyes.comFounded 2014Employees 1-10Industries IT & SoftwareBusiness model -Funding state -",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Inniti,Denmark,inniti.dk,2017,11-50,"Healthcare & Life Science, IT & Software, SaaS, Science & Engineering, IoT",B2B,Seed,"Inniti is the brainchild of three eager lab enthusiasts who were surprised by the amount of tedious work done by scientists and PhDs in modern laboratories.

With the humble ambition of transforming labs forever, the team established the first Inniti Connector to make labs smarter.
From a three-man band to a global scale-up, Inniti has grown to include a full-service solution enabling lab and industrial companies to do more with their data.

The founders’ core vision remains the same: drive innovation in industrial and lab processes. Inniti is an international team of engineers, developers and commercial people, that are keen to drive the digital revolution within laboratories. 


Smart labs, Industry 4.0, FutureLabs. Call it what you want – we are doing it today.
  Location DenmarkWebsite inniti.dkFounded 2017Employees 11-50Industries Healthcare & Life Science, IT & Software, SaaS, Science & Engineering, IoTBusiness model B2BFunding state Seed",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Stem,Denmark,stem.page,2020,1-10,Fashion & Living,"B2C, B2B",Seed,"-----------------------------------------------------------------------
-----------------------------------------------------------------------
-----------------------------------------------------------------------
-----------------------------------------------------------------------
-----------------------------------------------------------------------
-----------------------------------------------------------------------
  Location DenmarkWebsite stem.pageFounded 2020Employees 1-10Industries Fashion & LivingBusiness model B2C, B2BFunding state Seed",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
Molnix Oy,Finland,molnix.com,2014,1-10,"Healthcare & Life Science, IT & Software, SaaS, Service","B2B, B2G",Bootstrapping,"Molnix is a fast-growing startup that aims to improve the humanitarian work globally with our Rapid Personnel Manager (RPM). RPM is a cloud based HR Master software that enables fast deployments, cost efficient operations and higher impact of humanitarian workers. In the future, we will also offer RPM to other sectors.

The origins of Molnix and Rapid Personnel ManagerBy Johan Ehnberg, Founder and CEO of MolnixWhile working in the humanitarian field for five years, I witnessed a critical need for a software that supports rapid deployments. We needed a solution to manage and mobilize staff to be deployed into disaster areas, in situations where time is of essence. However, there were no tools available to us.I set out to see how others were solving the issue, to see if there are any viable solutions in the market. But what I found was a lot of excel files which were not very efficient. There were also some the heavy weight solutions built upon the larger ERPs or CRMs. Some were in the same situation as the organization I was with at the time, using in-house software that was hard to maintain. I even found one organization that was using an educational system, on top of which they had built a solution to manage their roster. Up until now, the situation has not changed. The closest match to direct competition are ERPs’ HR modules with heavy customization from ready (COTS) products, or purely custom application development and management (CADM).Molnix was born to fill this gap, spearheaded by the product Rapid Personnel Manager. It is a cloud-based HR app that is now in production in the humanitarian field – the Finnish Red Cross being our public reference customer. The goal now is to bring Rapid Personnel Manager to as many customers as possible. We will start by targeting humanitarian agencies. The app’s logic applies well to many other sectors to follow; manpower agencies, security services, freelance guilds and more can benefit from our service.With this app, our customers’ HR activities become considerably faster and more cost efficient. Especially in the field of disaster management, speed translates to higher impact (such as lives saved or aid delivered). Cost savings in turn stem from automation of many HR tasks such as alerting, reporting, data quality monitoring and use of public API:s. Cost savings are also a function of offloading work from the registry owner through enabling end users to perform many of the tasks themselves.Molnix as a businessBeyond the Rapid Personnel Manager, Molnix Oy is a startup based in Espoo, Finland. Our specialty is in combining humanitarian aid, information technology and human resource management. We are driven by social impact and fueled by making commercially sustainable products.To deliver this, we provide an infrastructure tailored for ultimate disaster resilience that supports our customers’ operations as well as our own. This, combined with our support services, allows us to provide an end-to-end IT solution for very demanding environments.  Location FinlandWebsite molnix.comFounded 2014Employees 1-10Industries Healthcare & Life Science, IT & Software, SaaS, ServiceBusiness model B2B, B2GFunding state Bootstrapping",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
CollectiveCrunch,Finland,collectivecrunch.com,2017,11-50,"Energy & Greentech, IT & Software, SaaS",B2B,Series A,"CollectiveCrunch is an AI leader in the forestry industry. We collect climate, geo and process data and crunch this information into AI models for better prediction of forest inventories. 

Also, we are working on the forefront of sustainability with predictions of forest risks and in future modelling of CO2 sequestration. 

We make use of the latest and most powerful open source machine learning algorithms, use state-of-the-art hybrid cloud architecture and are at the forefront of applying earth-observation data, originating from satellites. 

Our office is located in Keilaranta in Espoo. 

Meet Christof, our CTO to learn more about us:
http://bit.ly/37QxYhv   Location FinlandWebsite collectivecrunch.comFounded 2017Employees 11-50Industries Energy & Greentech, IT & Software, SaaSBusiness model B2BFunding state Series A",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Seaber.io,Finland,seaber.io,2017,1-10,"Maritime & Transport, SaaS",B2B,Pre-seed,"Seaber is a Helsinki-based software company, led by people with versatile maritime backgrounds. We are working to digitally transform the over 400 billion dollar bulk shipping industry by providing an application to help users optimise their operations. Our intuitive user experience is designed with remote work in mind, and gives users the ability to work smarter with greater operational visibility and expanded planning horizons.  Location FinlandWebsite seaber.ioFounded 2017Employees 1-10Industries Maritime & Transport, SaaSBusiness model B2BFunding state Pre-seed",0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
