id,studyid,study_author,study_year,domain,substudy_author,substudy_year,outcome,treatment,n,d,r,source,n_win,study_name
156,3,D’Alessio and Allen,2000,Partisan media bias,Evarts & Stempel,1974,Partisan media bias,Party,NA,0.124,0.061881178452996226,Table 1,NA,D’Alessio and Allen (2000)
157,3,D’Alessio and Allen,2000,Partisan media bias,Einsiedel & Bibbee,1979,Partisan media bias,Party,NA,0.052,0.025991216453007546,Table 1,NA,D’Alessio and Allen (2000)
158,3,D’Alessio and Allen,2000,Partisan media bias,Woodard,1994,Partisan media bias,Party,NA,0.233,0.11571737398480805,Table 1,NA,D’Alessio and Allen (2000)
159,3,D’Alessio and Allen,2000,Partisan media bias,"Friedman, et al.",1980,Partisan media bias,Party,NA,0.006,0.002999986500091125,Table 1,NA,D’Alessio and Allen (2000)
160,3,D’Alessio and Allen,2000,Partisan media bias,Woodard,1994,Partisan media bias,Party,NA,0.182,0.09062553858790881,Table 1,NA,D’Alessio and Allen (2000)
161,3,D’Alessio and Allen,2000,Partisan media bias,Robinson,1983,Partisan media bias,Party,NA,0.012,0.005999892002915914,Table 1,NA,D’Alessio and Allen (2000)
162,3,D’Alessio and Allen,2000,Partisan media bias,Robinson,1983,Partisan media bias,Party,NA,0.012,0.005999892002915914,Table 1,NA,D’Alessio and Allen (2000)
163,3,D’Alessio and Allen,2000,Partisan media bias,Robinson & Sheehan,1983,Partisan media bias,Party,NA,0.106,0.05292571795711265,Table 1,NA,D’Alessio and Allen (2000)
164,3,D’Alessio and Allen,2000,Partisan media bias,Stempel & Windhauser,1984,Partisan media bias,Party,NA,0.002,9.99999500000375e-4,Table 1,NA,D’Alessio and Allen (2000)
165,3,D’Alessio and Allen,2000,Partisan media bias,Stempel & Windhauser,1984,Partisan media bias,Party,NA,0.028,0.013998628201651065,Table 1,NA,D’Alessio and Allen (2000)
166,3,D’Alessio and Allen,2000,Partisan media bias,Stovall,1985,Partisan media bias,Party,NA,0.078,0.03897037429124693,Table 1,NA,D’Alessio and Allen (2000)
167,3,D’Alessio and Allen,2000,Partisan media bias,Stovall,1985,Partisan media bias,Party,NA,0.048,0.023993090984551452,Table 1,NA,D’Alessio and Allen (2000)
168,3,D’Alessio and Allen,2000,Partisan media bias,Stovall,1985,Partisan media bias,Party,NA,0.036,0.017997084708396737,Table 1,NA,D’Alessio and Allen (2000)
169,3,D’Alessio and Allen,2000,Partisan media bias,Stovall,1985,Partisan media bias,Party,NA,0.034,0.016997544032318176,Table 1,NA,D’Alessio and Allen (2000)
170,3,D’Alessio and Allen,2000,Partisan media bias,Moriarty & Garramone,1987,Partisan media bias,Party,NA,0.024,0.011999136093300803,Table 1,NA,D’Alessio and Allen (2000)
171,3,D’Alessio and Allen,2000,Partisan media bias,Moriarty & Garramone,1987,Partisan media bias,Party,NA,0.014,0.006999828506302368,Table 1,NA,D’Alessio and Allen (2000)
172,3,D’Alessio and Allen,2000,Partisan media bias,Stempel -b,1991,Partisan media bias,Party,NA,0.314,0.1551001051121804,Table 1,NA,D’Alessio and Allen (2000)
173,3,D’Alessio and Allen,2000,Partisan media bias,Stempel -b,1991,Partisan media bias,Party,NA,0.302,0.14930741460103533,Table 1,NA,D’Alessio and Allen (2000)
174,3,D’Alessio and Allen,2000,Partisan media bias,Windhauser & Evarts,1991,Partisan media bias,Party,NA,0.078,0.03897037429124693,Table 1,NA,D’Alessio and Allen (2000)
175,3,D’Alessio and Allen,2000,Partisan media bias,Windhauser & Evarts,1991,Partisan media bias,Party,NA,0.001,4.999999375000118e-4,Table 1,NA,D’Alessio and Allen (2000)
176,3,D’Alessio and Allen,2000,Partisan media bias,Woodard,1994,Partisan media bias,Party,NA,0.013,0.006499862691850937,Table 1,NA,D’Alessio and Allen (2000)
177,3,D’Alessio and Allen,2000,Partisan media bias,Robinson,1985,Partisan media bias,Party,NA,0.028,0.013998628201651065,Table 1,NA,D’Alessio and Allen (2000)
178,3,D’Alessio and Allen,2000,Partisan media bias,Mullin et al.,1986,Partisan media bias,Party,NA,0.318,0.15702748308728273,Table 1,NA,D’Alessio and Allen (2000)
179,3,D’Alessio and Allen,2000,Partisan media bias,Clancey & Robinson,1985,Partisan media bias,Party,NA,0.666,0.31594311834379357,Table 1,NA,D’Alessio and Allen (2000)
180,3,D’Alessio and Allen,2000,Partisan media bias,Stovall,1988,Partisan media bias,Party,NA,0.014,0.006999828506302368,Table 1,NA,D’Alessio and Allen (2000)
181,3,D’Alessio and Allen,2000,Partisan media bias,Stovall,1988,Partisan media bias,Party,NA,0.014,0.006999828506302368,Table 1,NA,D’Alessio and Allen (2000)
182,3,D’Alessio and Allen,2000,Partisan media bias,Stovall,1988,Partisan media bias,Party,NA,0.053,0.026490700085362247,Table 1,NA,D’Alessio and Allen (2000)
183,3,D’Alessio and Allen,2000,Partisan media bias,Stempel & Windhauser,1991,Partisan media bias,Party,NA,0.08,0.039968038348871575,Table 1,NA,D’Alessio and Allen (2000)
184,3,D’Alessio and Allen,2000,Partisan media bias,Stempel & Windhauser,1991,Partisan media bias,Party,NA,0.082,0.04096558288530405,Table 1,NA,D’Alessio and Allen (2000)
185,3,D’Alessio and Allen,2000,Partisan media bias,Stempel -b,1991,Partisan media bias,Party,NA,0.058,0.028987813186294255,Table 1,NA,D’Alessio and Allen (2000)
186,3,D’Alessio and Allen,2000,Partisan media bias,Stempel -b,1991,Partisan media bias,Party,NA,0.058,0.028987813186294255,Table 1,NA,D’Alessio and Allen (2000)
187,3,D’Alessio and Allen,2000,Partisan media bias,Popovich et al.,1993,Partisan media bias,Party,NA,0.126,0.06287534743703183,Table 1,NA,D’Alessio and Allen (2000)
188,3,D’Alessio and Allen,2000,Partisan media bias,Popovich et al.,1993,Partisan media bias,Party,NA,0.084,0.041963004937279474,Table 1,NA,D’Alessio and Allen (2000)
189,3,D’Alessio and Allen,2000,Partisan media bias,Moriarty & Popovich,1991,Partisan media bias,Party,NA,0.154,0.07677274355477531,Table 1,NA,D’Alessio and Allen (2000)
190,3,D’Alessio and Allen,2000,Partisan media bias,Moriarty & Popovich,1991,Partisan media bias,Party,NA,0.162,0.08073557993595334,Table 1,NA,D’Alessio and Allen (2000)
191,3,D’Alessio and Allen,2000,Partisan media bias,Windhauser & Evarts,1991,Partisan media bias,Party,NA,0.082,0.04096558288530405,Table 1,NA,D’Alessio and Allen (2000)
192,3,D’Alessio and Allen,2000,Partisan media bias,Windhauser & Evarts,1991,Partisan media bias,Party,NA,0.056,0.02798903044967435,Table 1,NA,D’Alessio and Allen (2000)
193,3,D’Alessio and Allen,2000,Partisan media bias,CMPA,1988,Partisan media bias,Party,NA,0.018,0.00899963552214188,Table 1,NA,D’Alessio and Allen (2000)
194,3,D’Alessio and Allen,2000,Partisan media bias,CMPA,1988,Partisan media bias,Party,NA,0.036,0.017997084708396737,Table 1,NA,D’Alessio and Allen (2000)
195,3,D’Alessio and Allen,2000,Partisan media bias,Woodard,1994,Partisan media bias,Party,NA,0.078,0.03897037429124693,Table 1,NA,D’Alessio and Allen (2000)
196,3,D’Alessio and Allen,2000,Partisan media bias,Buchanan,1991,Partisan media bias,Party,NA,0.047,0.023493513748900526,Table 1,NA,D’Alessio and Allen (2000)
197,3,D’Alessio and Allen,2000,Partisan media bias,Buchanan,1991,Partisan media bias,Party,NA,0.385,0.18902949637055222,Table 1,NA,D’Alessio and Allen (2000)
198,3,D’Alessio and Allen,2000,Partisan media bias,Stempel & Windhauser,1989,Partisan media bias,Party,NA,0.028,0.013998628201651065,Table 1,NA,D’Alessio and Allen (2000)
199,3,D’Alessio and Allen,2000,Partisan media bias,Kenney & Simpson,1993,Partisan media bias,Party,NA,0.378,0.18571219075583842,Table 1,NA,D’Alessio and Allen (2000)
200,3,D’Alessio and Allen,2000,Partisan media bias,Kenney & Simpson,1993,Partisan media bias,Party,NA,0.418,0.20457963407407728,Table 1,NA,D’Alessio and Allen (2000)
201,3,D’Alessio and Allen,2000,Partisan media bias,Kenney & Simpson,1993,Partisan media bias,Party,NA,0.78,0.36334527649164394,Table 1,NA,D’Alessio and Allen (2000)
202,3,D’Alessio and Allen,2000,Partisan media bias,Kenney & Simpson,1993,Partisan media bias,Party,NA,0.334,0.16471887289449563,Table 1,NA,D’Alessio and Allen (2000)
203,3,D’Alessio and Allen,2000,Partisan media bias,Stempel & Windhauser,1991,Partisan media bias,Party,NA,0.01,0.004999937501171851,Table 1,NA,D’Alessio and Allen (2000)
204,3,D’Alessio and Allen,2000,Partisan media bias,Stempel & Windhauser,1991,Partisan media bias,Party,NA,0.002,9.99999500000375e-4,Table 1,NA,D’Alessio and Allen (2000)
205,3,D’Alessio and Allen,2000,Partisan media bias,Buchanan,1991,Partisan media bias,Party,NA,0.053,0.026490700085362247,Table 1,NA,D’Alessio and Allen (2000)
206,3,D’Alessio and Allen,2000,Partisan media bias,Buchanan,1991,Partisan media bias,Party,NA,0.457,0.22275862453981973,Table 1,NA,D’Alessio and Allen (2000)
207,3,D’Alessio and Allen,2000,Partisan media bias,McCord & Weaver,1996,Partisan media bias,Party,NA,0.016,0.007999744012287344,Table 1,NA,D’Alessio and Allen (2000)
208,3,D’Alessio and Allen,2000,Partisan media bias,McCord & Weaver,1996,Partisan media bias,Party,NA,0.532,0.2570611098785942,Table 1,NA,D’Alessio and Allen (2000)
209,3,D’Alessio and Allen,2000,Partisan media bias,Lowry & Shidler,1995,Partisan media bias,Party,NA,0.036,0.017997084708396737,Table 1,NA,D’Alessio and Allen (2000)
210,3,D’Alessio and Allen,2000,Partisan media bias,Lowry & Shidler,1995,Partisan media bias,Party,NA,0.22,0.1093404791528976,Table 1,NA,D’Alessio and Allen (2000)
211,3,D’Alessio and Allen,2000,Partisan media bias,Cavanaugh,1995,Partisan media bias,Party,NA,0.146,0.07280626546555621,Table 1,NA,D’Alessio and Allen (2000)
212,3,D’Alessio and Allen,2000,Partisan media bias,Cavanaugh,1995,Partisan media bias,Party,NA,0.018,0.00899963552214188,Table 1,NA,D’Alessio and Allen (2000)
213,3,D’Alessio and Allen,2000,Partisan media bias,CMPA,1992,Partisan media bias,Party,NA,0.11,0.05491700075713547,Table 1,NA,D’Alessio and Allen (2000)
214,3,D’Alessio and Allen,2000,Partisan media bias,Staten & Sloss,1993,Partisan media bias,Party,NA,0.034,0.016997544032318176,Table 1,NA,D’Alessio and Allen (2000)
215,3,D’Alessio and Allen,2000,Partisan media bias,Staten & Sloss,1993,Partisan media bias,Party,NA,0.006,0.002999986500091125,Table 1,NA,D’Alessio and Allen (2000)
216,3,D’Alessio and Allen,2000,Partisan media bias,Mantler & Whitman,1995,Partisan media bias,Party,NA,0.064,0.031983628572184196,Table 1,NA,D’Alessio and Allen (2000)
217,3,D’Alessio and Allen,2000,Partisan media bias,Fan,1996,Partisan media bias,Party,NA,0.034,0.016997544032318176,Table 1,NA,D’Alessio and Allen (2000)
218,3,D’Alessio and Allen,2000,Partisan media bias,Fan,1996,Partisan media bias,Party,NA,0.048,0.023993090984551452,Table 1,NA,D’Alessio and Allen (2000)
219,3,D’Alessio and Allen,2000,Partisan media bias,Cavanaugh,1995,Partisan media bias,Party,NA,0.234,0.11620732250103968,Table 1,NA,D’Alessio and Allen (2000)
220,3,D’Alessio and Allen,2000,Partisan media bias,Cavanaugh,1995,Partisan media bias,Party,NA,0.17,0.0846945914398115,Table 1,NA,D’Alessio and Allen (2000)
221,3,D’Alessio and Allen,2000,Partisan media bias,King,1995,Partisan media bias,Party,NA,0.03,0.014998312784712243,Table 1,NA,D’Alessio and Allen (2000)
222,3,D’Alessio and Allen,2000,Partisan media bias,Murphy,1998,Partisan media bias,Party,NA,0.016,0.007999744012287344,Table 1,NA,D’Alessio and Allen (2000)
223,3,D’Alessio and Allen,2000,Partisan media bias,Murphy,1998,Partisan media bias,Party,NA,0.124,0.061881178452996226,Table 1,NA,D’Alessio and Allen (2000)
224,3,D’Alessio and Allen,2000,Partisan media bias,CMPA,1996,Partisan media bias,Party,NA,0.182,0.09062553858790881,Table 1,NA,D’Alessio and Allen (2000)
225,3,D’Alessio and Allen,2000,Partisan media bias,CMPA,1996,Partisan media bias,Party,NA,0.146,0.07280626546555621,Table 1,NA,D’Alessio and Allen (2000)
226,3,D’Alessio and Allen,2000,Partisan media bias,Waldman & DeVitt,1998,Partisan media bias,Party,NA,0.034,0.016997544032318176,Table 1,NA,D’Alessio and Allen (2000)
227,3,D’Alessio and Allen,2000,Partisan media bias,Waldman & DeVitt,1998,Partisan media bias,Party,NA,0.068,0.03398036502188704,Table 1,NA,D’Alessio and Allen (2000)
228,3,D’Alessio and Allen,2000,Partisan media bias,Domke et al.,1997,Partisan media bias,Party,NA,0.118,0.05889757782126992,Table 1,NA,D’Alessio and Allen (2000)
229,3,D’Alessio and Allen,2000,Partisan media bias,Domke et al.,1997,Partisan media bias,Party,NA,0.012,0.005999892002915914,Table 1,NA,D’Alessio and Allen (2000)
230,4,Lau et al.,2007,Negative political campaigns,Abbe et al.,2000,Actual vote share,Ratings by candidates/ consultants as to whether either campaign was negative,287,0.06,0.029986509105671005,Table 1A,287,Lau et al. (2007)
231,4,Lau et al.,2007,Negative political campaigns,Ansolabehere and Iyengar,1995,Intended turnout,Positive or negative ad for actual candidates inserted into regular commercial break of local news program,2216,0.1,0.04993761694389223,Table 1A,2216,Lau et al. (2007)
232,4,Lau et al.,2007,Negative political campaigns,Ansolabehere and Iyengar,1995,"Vote intention, primary election",Positive or negative ad for actual candidates inserted into regular commercial break of local news program,2216,0.14,0.06982912769991387,Table 1A,2216,Lau et al. (2007)
233,4,Lau et al.,2007,Negative political campaigns,Ansolabehere and Iyengar,1995,"Vote intention, general election",Positive or negative ad for actual candidates inserted into regular commercial break of local news program,2216,0.1,0.04993761694389223,Table 1A,2216,Lau et al. (2007)
234,4,Lau et al.,2007,Negative political campaigns,Ansolabehere and Iyengar,1995,Internal political efficacy,Positive or negative ad for actual candidates inserted into regular commercial break of local news program,2216,0.1,0.04993761694389223,Table 1A,2216,Lau et al. (2007)
235,4,Lau et al.,2007,Negative political campaigns,Ansolabehere and Iyengar,1995,External political efficacy,Positive or negative ad for actual candidates inserted into regular commercial break of local news program,2216,0.14,0.06982912769991387,Table 1A,2216,Lau et al. (2007)
236,4,Lau et al.,2007,Negative political campaigns,"Ansolabehere, Iyengar, and Simon",1999,Actual turnout,Positive/negative tone,34,1.27,0.5360558854014317,Table 1A,41,Lau et al. (2007)
237,4,Lau et al.,2007,Negative political campaigns,"Ansolabehere, Iyengar, and Simon",1999,Reported turnout from survey,Positive/negative tone,NA,0.07,0.034978582175618625,Table 1A,NA,Lau et al. (2007)
238,4,Lau et al.,2007,Negative political campaigns,Arceneaux and Nickerson,2005,Turnout,A positive or negative message,1385,0.01,0.004999937501171851,Table 1A,1385,Lau et al. (2007)
239,4,Lau et al.,2007,Negative political campaigns,Arceneaux and Nickerson,2005,Turnout,A positive or negative message,333,0.004,0.0019999960000120004,Table 1A,333,Lau et al. (2007)
240,4,Lau et al.,2007,Negative political campaigns,Arceneaux and Nickerson,2005,Vote Choice,A positive or negative message,1385,0.02,0.009999500037496877,Table 1A,1385,Lau et al. (2007)
241,4,Lau et al.,2007,Negative political campaigns,Arceneaux and Nickerson,2005,Vote Choice,A positive or negative message,333,0.04,0.01999600119960014,Table 1A,333,Lau et al. (2007)
242,4,Lau et al.,2007,Negative political campaigns,Arceneaux and Nickerson,2005,Affect for target,A positive or negative message,1385,0.02,0.009999500037496877,Table 1A,1385,Lau et al. (2007)
243,4,Lau et al.,2007,Negative political campaigns,Arceneaux and Nickerson,2005,Affect for attacker,A positive or negative message,1385,0,0,Table 1A,1385,Lau et al. (2007)
244,4,Lau et al.,2007,Negative political campaigns,Arceneaux and Nickerson,2005,Knowledge (about ballot measure),A positive or negative message,1385,0.04,0.01999600119960014,Table 1A,1385,Lau et al. (2007)
245,4,Lau et al.,2007,Negative political campaigns,Babbitt and Lau,1994,General knowledge about incumbent senator running in election,Positive/negative tone,1947,0.05,0.024992191160203066,Table 1A,1947,Lau et al. (2007)
246,4,Lau et al.,2007,Negative political campaigns,Bartels,2000,Differential candidate affect,Proportion of negative ads,14861,0.01,0.004999937501171851,Table 1A,5382,Lau et al. (2007)
247,4,Lau et al.,2007,Negative political campaigns,Bartels,2000,Interest in campaign,Proportion of negative ads,14861,0.03,0.014998312784712243,Table 1A,5382,Lau et al. (2007)
248,4,Lau et al.,2007,Negative political campaigns,Brader,2005,Intended turnout,Positive or negative issue-based ad,286,0.01,0.004999937501171851,Table 1A,286,Lau et al. (2007)
249,4,Lau et al.,2007,Negative political campaigns,Brader,2005,Intended turnout,Positive or negative issue-based ad,286,0.2,0.09950371902099893,Table 1A,286,Lau et al. (2007)
250,4,Lau et al.,2007,Negative political campaigns,Brader,2005,Vote intention,Positive or negative issue-based ad,286,0.14,0.06982912769991387,Table 1A,286,Lau et al. (2007)
251,4,Lau et al.,2007,Negative political campaigns,Brader,2005,Differential candidate affect,Positive or negative issue-based ad,286,0.14,0.06982912769991387,Table 1A,286,Lau et al. (2007)
252,4,Lau et al.,2007,Negative political campaigns,Brader,2005,Memory for ad,Positive or negative issue-based ad,286,0.03,0.014998312784712243,Table 1A,286,Lau et al. (2007)
253,4,Lau et al.,2007,Negative political campaigns,Brader,2005,Political efficacy,Positive or negative issue-based ad,286,0.04,0.01999600119960014,Table 1A,286,Lau et al. (2007)
254,4,Lau et al.,2007,Negative political campaigns,Brader,2005,Political efficacy,Positive or negative issue-based ad,286,0.03,0.014998312784712243,Table 1A,286,Lau et al. (2007)
255,4,Lau et al.,2007,Negative political campaigns,Brader,2005,Trust in government,Positive or negative issue-based ad,286,0.03,0.014998312784712243,Table 1A,286,Lau et al. (2007)
256,4,Lau et al.,2007,Negative political campaigns,Brader,2005,Interest in campaign,Positive or negative issue-based ad,286,0.11,0.05491700075713547,Table 1A,286,Lau et al. (2007)
257,4,Lau et al.,2007,Negative political campaigns,Brader and Corrigan,2006,Intended turnout,Proportion of ads that were negative,13311,0.02,0.009999500037496877,Table 1A,5382,Lau et al. (2007)
